"label","text","vector"
"1","死刑求刑の制度って現状では死刑以上の償いかたがないってことだと思う。昔からこの国の人達は切腹という形で責任を取ってきたから。だからこの制度が正しいのかどうかは分からないけど現状はこれしかない。でも分からないじゃなくて、答えが出なくても考え続けることが大切なのかもな。","-0.146156 -0.25343385 0.053424083 -0.028598981 0.060247183 -0.028000813 0.09809174 0.15387706 -0.071962975 -0.01339376 0.10430122 -0.021025548 0.005331071 -0.23060924 -0.027770098 0.0596216 0.10512031 -0.08431591 0.28508535 -0.11156292 -0.0046132314 0.0662986 0.12463658 0.052058842 -0.029765734 -0.21291086 0.16122688 0.016724365 -0.12604463 -0.072537884 -0.07380239 0.09424591 -0.10490738 -0.08195297 -0.093032375 -0.04336957 -0.123718195 -0.08223828 0.15949647 0.01688541 -0.13857543 0.07045334 0.19682027 -0.0023283823 -0.049640927 0.05281201 0.20968807 0.07507235 -0.08586726 -0.017987648 -0.018246533 -0.01501482 0.013052997 -0.0683566 0.17648457 -0.1012057 -0.013326372 0.11694078 0.015986903 -0.09860936 -0.04933932 -0.16248351 0.022415401 0.0153749455 -0.03598459 0.07936289 -0.05575877 0.07150615 0.1225864 -0.005484316 0.00013494297 0.18558905 -0.0021364696 0.09584182 0.05606179 0.030106928 0.20188852 0.17445783 0.06378246 0.06728886 0.011727818 -0.05574864 0.06728911 -0.07303851 -0.11325395 0.03375409 -0.029780611 -0.047243904 0.06472242 0.010283146 -0.055358186 -0.07257847 0.02455063 0.006298908 0.0026610002 -0.07678817 0.04243412 -0.13083604 0.10917899 0.1266333"
"0","現在 沸騰中のトレンドワードは…

1. Green★Pharmacy
2. 岡崎泰葉
3. 死刑求刑
4. #コンテンツ応用論2019
5. #ドスパラのブラックフライデー
6. AZALEA
7. 鬼滅舞台
8. スイハン","-0.147392 -0.25402293 0.05434736 -0.02766322 0.06031389 -0.027793702 0.09857719 0.15289725 -0.0716743 -0.014079299 0.103087075 -0.020570101 0.0053218366 -0.23233666 -0.028360361 0.058626827 0.10430833 -0.085020654 0.28491583 -0.11172979 -0.004625535 0.065101035 0.12344618 0.05255027 -0.029293533 -0.21353732 0.1623122 0.015839085 -0.12561458 -0.07304513 -0.07532146 0.09360317 -0.1046078 -0.08161173 -0.09396837 -0.043069713 -0.12244121 -0.082201876 0.15865295 0.01586836 -0.13912006 0.07126233 0.19602446 -0.0027719387 -0.047555756 0.052910227 0.2095164 0.07610476 -0.085813396 -0.018004738 -0.019998454 -0.01494089 0.014006916 -0.06860287 0.17653923 -0.099988244 -0.013498636 0.11795409 0.01641234 -0.09817074 -0.050101794 -0.16324936 0.02151451 0.016341241 -0.03461355 0.07911288 -0.05614783 0.0721411 0.12233018 -0.0047836704 0.0011083904 0.18762417 -0.0032850113 0.093920685 0.05795427 0.029320402 0.20198324 0.17261209 0.06438396 0.069988914 0.011372266 -0.055598836 0.06500394 -0.07309439 -0.111669116 0.035629556 -0.028117679 -0.047821414 0.064182155 0.011261703 -0.053944875 -0.072511196 0.024379183 0.006844342 0.0020331275 -0.07633935 0.042718127 -0.13082245 0.10864296 0.12642571"
"0","死刑求刑のタグみてると思うのが今まで大きな災難に遭わず健康な状態で成人してある程度の幸福を享受している現状が奇跡なんだなと","-0.14585498 -0.25385767 0.053590704 -0.027949488 0.059451383 -0.027545324 0.098971665 0.15368618 -0.071503006 -0.011982212 0.10437051 -0.02044313 0.0051425486 -0.23132187 -0.02774066 0.05819315 0.104411185 -0.08550654 0.28429338 -0.11148767 -0.005695503 0.066148505 0.123999365 0.051635817 -0.029077476 -0.21324532 0.16168372 0.015200318 -0.12576286 -0.07425685 -0.07421957 0.09384269 -0.104229346 -0.08236605 -0.09368431 -0.04355303 -0.12351309 -0.08244855 0.15881768 0.01589343 -0.13915426 0.071497075 0.19696605 -0.0030615907 -0.04916809 0.052000992 0.20891318 0.07513287 -0.08561405 -0.01829231 -0.018711783 -0.014304024 0.013893231 -0.06831022 0.17661628 -0.10103647 -0.014019558 0.11785587 0.015358839 -0.099430494 -0.05038516 -0.16310611 0.021415122 0.015386626 -0.035769492 0.07920775 -0.055430353 0.07161672 0.12272006 -0.0051343576 0.0013509032 0.18621673 -0.0023738183 0.09494515 0.05671899 0.029970355 0.20240606 0.17365384 0.06416197 0.0684052 0.01164655 -0.055348307 0.06665535 -0.072201826 -0.112702124 0.034373023 -0.029746195 -0.047343973 0.064823225 0.010196678 -0.054584354 -0.072196305 0.024697606 0.0065282783 0.0027467709 -0.076340176 0.04354782 -0.13081183 0.10917538 0.12643972"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」（朝日新聞デジタル）

当然。弁護人も傷害致死罪とかあり得ない弁護しかできないくらい酷いのだろう https://t.co/F5SCVL0Gcw","-0.14038013 -0.2559301 0.054002527 -0.026828647 0.05715073 -0.025892185 0.09850287 0.15562306 -0.07176735 -0.00835494 0.10438798 -0.020164387 0.004249674 -0.23384027 -0.02317451 0.05358291 0.10021216 -0.08898023 0.28465828 -0.10974619 -0.006162945 0.065958045 0.12136346 0.050620627 -0.028435295 -0.21477737 0.16187732 0.016840946 -0.12765507 -0.07880056 -0.076158114 0.09260572 -0.09918691 -0.08482539 -0.097255364 -0.04526599 -0.1206529 -0.08561445 0.15946375 0.013997496 -0.13887149 0.07469803 0.19873212 -0.003970208 -0.047994938 0.04837978 0.20655976 0.07723774 -0.08782173 -0.020168593 -0.01917709 -0.014893877 0.019266494 -0.06691699 0.17834082 -0.100368984 -0.015649585 0.12104776 0.015171943 -0.1004073 -0.05195176 -0.1613535 0.016328344 0.015697168 -0.031001743 0.077622786 -0.05370055 0.07142432 0.12090903 -0.006324298 0.0038833853 0.18797892 -0.0026096655 0.09158672 0.060125023 0.028065251 0.20212577 0.17041658 0.06809896 0.07262829 0.010343752 -0.055662554 0.06402785 -0.06754031 -0.11016231 0.035675462 -0.02770542 -0.04795312 0.06673662 0.01306108 -0.05119324 -0.07001812 0.024922524 0.0025822097 0.000119316355 -0.07882786 0.04691874 -0.13005416 0.110267036 0.12591273"
"0","ちょっ(´；ω；`)ｳｯ…
死刑求刑のタグでぐろけーきながすのやめーや
心臓停まるかと思った","-0.14583762 -0.2538879 0.053287692 -0.028207483 0.058855705 -0.02675383 0.09890862 0.15383965 -0.07170765 -0.012137567 0.10405798 -0.020636408 0.0046231975 -0.2316344 -0.027688634 0.05886823 0.10380533 -0.085712515 0.2843972 -0.11068652 -0.004697426 0.067361854 0.123392716 0.05248061 -0.029894851 -0.21343969 0.16172148 0.015436746 -0.12542212 -0.074268915 -0.0750512 0.092487164 -0.1033128 -0.08300192 -0.0937673 -0.043556478 -0.12397623 -0.08260134 0.15952718 0.015678125 -0.13901508 0.07181293 0.19717176 -0.0038797809 -0.047975678 0.051909912 0.20945863 0.0752747 -0.085721865 -0.018852677 -0.018350352 -0.015459598 0.014157382 -0.06798018 0.17654571 -0.10055616 -0.013616111 0.11773486 0.015361929 -0.10004195 -0.050507963 -0.16307715 0.020877734 0.015678871 -0.035435524 0.079038285 -0.055209916 0.071667574 0.12154693 -0.00589144 0.0012548955 0.18610804 -0.0028263014 0.094419666 0.05646252 0.029873403 0.20256594 0.1738887 0.06479937 0.06900038 0.012645981 -0.05646148 0.06677931 -0.07243673 -0.11209952 0.033976417 -0.0287945 -0.04714877 0.06452742 0.010747114 -0.054036323 -0.072312094 0.024765747 0.0058794674 0.0025897273 -0.0768881 0.0437824 -0.13025598 0.10914039 0.1263052"
"0","新潟小2女児殺害、25歳男に死刑求刑 地裁公判 https://t.co/98KurH2B5V","-0.14239438 -0.2551799 0.054514404 -0.027368566 0.0545438 -0.02487025 0.097450614 0.15414509 -0.070956625 -0.008632909 0.10491695 -0.02041912 0.0034416306 -0.23342878 -0.023470845 0.052984606 0.10026097 -0.08748434 0.28490883 -0.11000456 -0.006602141 0.0649565 0.122887634 0.05207287 -0.02886716 -0.21454287 0.16346315 0.01734747 -0.1274631 -0.0785842 -0.076082066 0.0921798 -0.09962045 -0.08515346 -0.097202025 -0.044989217 -0.12080042 -0.08609836 0.15913774 0.013789607 -0.13701105 0.07312326 0.19843936 -0.0047715497 -0.04743459 0.05062082 0.20718473 0.07764937 -0.0866653 -0.020831166 -0.019029683 -0.012262701 0.019704085 -0.06797444 0.17851838 -0.098824844 -0.014681506 0.12123625 0.016618257 -0.10037621 -0.050283387 -0.16363284 0.015059469 0.014964988 -0.03365303 0.076599516 -0.053588733 0.06998395 0.11969627 -0.006398857 0.003466003 0.18851656 -0.0030596366 0.09016995 0.060356393 0.026995307 0.20157816 0.17018881 0.067666024 0.07513816 0.01207703 -0.055622507 0.06364517 -0.06961969 -0.108800516 0.03723308 -0.027480533 -0.04885015 0.064844765 0.012263087 -0.05017832 -0.07099505 0.025809597 0.0029298519 0.00063888443 -0.080651745 0.04533703 -0.13090262 0.111551 0.12714459"
"-1","RT @BassistMasami: 求刑で死刑か~

例え一審で無期になっても、控訴控訴で戦って欲しいですね

未決勾留の概念がないので、時間をかけてじっくり公判審理をして欲しいです。 https://t.co/BCIE8lI28E","-0.14566748 -0.25441915 0.053606577 -0.027683247 0.058241397 -0.027921502 0.09795805 0.15355112 -0.07195064 -0.012396136 0.105238006 -0.02069837 0.005579438 -0.23076719 -0.026834382 0.058392502 0.104845926 -0.08507142 0.284118 -0.11123855 -0.0044665295 0.06606916 0.12395061 0.052003376 -0.029808212 -0.21318081 0.16205789 0.016529022 -0.12591285 -0.07325637 -0.074634746 0.0938979 -0.10360622 -0.08236902 -0.09391711 -0.043494154 -0.12221503 -0.082484305 0.15903461 0.016579939 -0.13900058 0.07108142 0.19667721 -0.0023620126 -0.048878707 0.05134184 0.20938331 0.07568469 -0.085775286 -0.017961184 -0.017904568 -0.014727521 0.014209338 -0.06970347 0.17688946 -0.10068029 -0.014017313 0.11794765 0.015434992 -0.09891745 -0.049569074 -0.16405992 0.021354599 0.0149139585 -0.036061343 0.07927202 -0.05619747 0.07128379 0.122296885 -0.0045747063 0.001038259 0.1861915 -0.0029568938 0.094840914 0.056432117 0.02984656 0.20189929 0.17385831 0.06402118 0.06916914 0.011682977 -0.05557069 0.066308044 -0.0726237 -0.11289604 0.034536883 -0.029124973 -0.047745686 0.064856455 0.010024763 -0.05400434 -0.07186541 0.025300384 0.0062375185 0.0022961514 -0.07701428 0.043319613 -0.13083178 0.109748274 0.1267033"
"1","日本はもう少し死刑求刑のハードルを下げても良いかもしれません。無いに越したことはないですが、実際に起きている現実と、再発させてはならないということを意識すれば、この判断も当然視野に入るはずです。","-0.14653227 -0.25353652 0.053301517 -0.028544178 0.0599982 -0.0279668 0.09819135 0.15386508 -0.07155589 -0.012962913 0.10473693 -0.021227174 0.0054708966 -0.2305523 -0.027895974 0.059235577 0.10533563 -0.084082894 0.28474525 -0.11223799 -0.0044894763 0.065612234 0.124732584 0.051946875 -0.02952591 -0.2131087 0.16128163 0.01648524 -0.12537107 -0.07327911 -0.074211404 0.094207354 -0.104650065 -0.082127795 -0.09322251 -0.043233905 -0.123033665 -0.082303405 0.15901704 0.016883513 -0.13886878 0.07047889 0.19666173 -0.0027538163 -0.049387958 0.05242599 0.20943333 0.07552639 -0.08544171 -0.01797003 -0.018185992 -0.014898744 0.012878043 -0.06842004 0.1763929 -0.10107889 -0.013202202 0.117435716 0.016078288 -0.099161506 -0.049741965 -0.16286677 0.022099884 0.015308086 -0.03630106 0.078882076 -0.055656683 0.071119584 0.12278698 -0.00525779 0.00028588745 0.18605165 -0.002095473 0.09528557 0.055998065 0.030516814 0.2025009 0.17424877 0.06336708 0.06784203 0.011882147 -0.05531679 0.0667252 -0.07335963 -0.11298056 0.034027833 -0.029972292 -0.048014663 0.06457467 0.009699431 -0.055112462 -0.07281095 0.02496739 0.0067113773 0.0025989525 -0.076481834 0.042567577 -0.13082913 0.10895869 0.12666483"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」：朝日新聞デジタル https://t.co/V26kRXrZ3v","-0.13207762 -0.2581998 0.054739855 -0.024265401 0.052937187 -0.023346988 0.0977949 0.15749145 -0.07195094 -0.0021692312 0.10390246 -0.018989187 0.0016637436 -0.23760152 -0.0172352 0.045694802 0.092931494 -0.09436857 0.28348994 -0.10611499 -0.00788845 0.066058144 0.11828572 0.04865933 -0.026838133 -0.21715412 0.16295037 0.016447084 -0.13021232 -0.086892694 -0.07951079 0.090667486 -0.09192294 -0.08875921 -0.10171771 -0.046737332 -0.11694371 -0.08961714 0.15903386 0.009693221 -0.1388679 0.08046545 0.20181373 -0.0068399184 -0.047357675 0.04440669 0.20422043 0.07931983 -0.08936125 -0.02329858 -0.021063058 -0.013987511 0.027570661 -0.0636913 0.18067394 -0.10036323 -0.018113619 0.12604429 0.013609447 -0.10307555 -0.054747302 -0.15919988 0.007932315 0.01569852 -0.024072476 0.07537641 -0.049982212 0.07087747 0.11764778 -0.006870409 0.009079669 0.1906087 -0.003003313 0.08583769 0.06502321 0.02591939 0.20221625 0.16526018 0.073305294 0.07853845 0.009553275 -0.05618156 0.05963303 -0.05979544 -0.106054954 0.037224803 -0.02514438 -0.04825834 0.06847785 0.015832579 -0.046271123 -0.06769909 0.025399428 -0.0027998146 -0.003862007 -0.081991725 0.052616045 -0.12863763 0.11201384 0.12503484"
"1","裁判官は山崎威裁判官か
過去の判決例をみると常識人ぽいので、時々見かける屁理屈こねくり回した地裁判決は無さそう

個人的に取材という名目で下校中の児童につきまとったりしたマスコミも裁かれて欲しい

新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」 #ldnews https://t.co/yB7YzsY7uw","-0.14245476 -0.25513387 0.05429764 -0.027655998 0.057762183 -0.026154907 0.0979313 0.15472013 -0.07168852 -0.009819387 0.10401358 -0.020024152 0.0038414837 -0.23318107 -0.024850441 0.05606653 0.101832114 -0.08687311 0.28458574 -0.110360295 -0.005746418 0.065785855 0.122784905 0.051092945 -0.029077962 -0.21463777 0.16166984 0.016672213 -0.12698118 -0.07680428 -0.07608097 0.09310023 -0.101392016 -0.08390836 -0.095987745 -0.044337668 -0.12137 -0.08423345 0.15936342 0.014596813 -0.13888153 0.07330329 0.19792418 -0.004129484 -0.048398852 0.0500261 0.2080979 0.07650077 -0.086687066 -0.019442573 -0.019015683 -0.014456734 0.017526077 -0.067625366 0.17732514 -0.100493625 -0.01474702 0.11991236 0.015204214 -0.09991077 -0.051339794 -0.16221027 0.01803973 0.01555513 -0.032767363 0.07815247 -0.05441007 0.07115353 0.121048026 -0.0060447874 0.0026428823 0.18703954 -0.0027158656 0.09239556 0.05886204 0.028743718 0.20214799 0.17183518 0.06701905 0.0713954 0.011431103 -0.055162534 0.06459463 -0.06948529 -0.11106027 0.035463914 -0.028434275 -0.048152614 0.06546422 0.011907855 -0.05251545 -0.071425654 0.025140941 0.0044740643 0.0008126787 -0.07819425 0.04531165 -0.130313 0.11013062 0.12645632"
"1","死刑求刑かぁ
このクソ野郎が死刑になったとしても誰も幸せにもなれんし心も晴れないしなにより被害者は帰らない
死刑でも足りないよな","-0.14527754 -0.2541015 0.053301603 -0.02814121 0.058990672 -0.027929148 0.09813989 0.1540154 -0.07222961 -0.01228021 0.10425969 -0.020427777 0.004981924 -0.23142192 -0.026974268 0.05802374 0.10426935 -0.08514248 0.28470275 -0.1111125 -0.0048320764 0.065966345 0.123913325 0.051456645 -0.029997766 -0.2132089 0.16149549 0.01584937 -0.12573 -0.0737343 -0.07463841 0.094299905 -0.10454816 -0.0818083 -0.09358747 -0.04435902 -0.12306722 -0.082736395 0.1590921 0.016714653 -0.13927384 0.07139499 0.19718821 -0.0026814407 -0.048547238 0.05182048 0.20866828 0.07513198 -0.08575368 -0.018631686 -0.018614419 -0.014553822 0.014458084 -0.06819395 0.17730716 -0.10097713 -0.014160788 0.11738091 0.01573222 -0.099336736 -0.04936399 -0.16279879 0.021575568 0.014905706 -0.035446208 0.078614935 -0.0553174 0.07126769 0.12279839 -0.004952425 0.00083688536 0.18627043 -0.0019206172 0.09465864 0.05719713 0.030060962 0.20198601 0.17354801 0.06389986 0.06882121 0.011378832 -0.05584571 0.06642733 -0.07265671 -0.11274467 0.033999242 -0.029417468 -0.047781724 0.06451949 0.010640089 -0.054680824 -0.07237264 0.024569685 0.005837058 0.002313074 -0.07680106 0.043302335 -0.13069627 0.109567635 0.1273514"
"-1","死刑求刑よりも無賃金で死ぬまで労働させるべきってずっと言ってるのに","-0.1456501 -0.25402424 0.05346683 -0.028171005 0.05924388 -0.02763722 0.09886474 0.15412207 -0.07165146 -0.012387035 0.104547404 -0.021051705 0.0057834233 -0.23151979 -0.027667955 0.05874076 0.10469796 -0.08498679 0.28436846 -0.11143025 -0.005365113 0.06616749 0.12371814 0.05193382 -0.030217187 -0.21347956 0.16176537 0.015668917 -0.12541723 -0.07402224 -0.07472808 0.09320919 -0.10402304 -0.08280216 -0.09364436 -0.04351345 -0.12340157 -0.0825365 0.15907799 0.01639141 -0.13908345 0.07109696 0.19645451 -0.0033831976 -0.04914187 0.05251947 0.20921265 0.075536795 -0.08551713 -0.018213313 -0.018675 -0.015357984 0.013593996 -0.068568386 0.17728919 -0.10102588 -0.013196725 0.11818589 0.016169596 -0.09904573 -0.05005083 -0.16318168 0.021541348 0.015343665 -0.03580261 0.07905735 -0.05636183 0.07133299 0.122148894 -0.0053716092 0.0019622443 0.18561047 -0.002794031 0.094506316 0.05628161 0.029413722 0.20213677 0.17349283 0.06440547 0.06837878 0.011696185 -0.05595572 0.06621728 -0.07284737 -0.11286183 0.033974446 -0.029540755 -0.04712284 0.06390343 0.0099326195 -0.054246254 -0.072244346 0.024919411 0.0066352948 0.0021200334 -0.07669902 0.043098155 -0.13066426 0.10910598 0.12646942"
"1","RT @kennoguchi0821: こんな男にも弁護士がつく。この男を担当する弁護士も内心複雑だろう。死刑しかありえない。

新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」（朝日新聞デジタル） https://t.co/hbbnZtHXdM","-0.14010233 -0.25596815 0.054281935 -0.02592238 0.056051176 -0.025914095 0.098229244 0.15549526 -0.0716493 -0.0076048584 0.10446446 -0.019704891 0.003940851 -0.234084 -0.023270216 0.052210506 0.09953838 -0.08908749 0.28391963 -0.109713696 -0.0062914 0.06606935 0.121372245 0.05087267 -0.028299222 -0.21510243 0.162499 0.016403407 -0.12749109 -0.079258464 -0.076149076 0.092991024 -0.09870704 -0.084870115 -0.09724538 -0.04539388 -0.120525986 -0.08530101 0.15954755 0.013789042 -0.1392494 0.074817665 0.19864564 -0.004601241 -0.04763744 0.049033053 0.20651022 0.07761433 -0.087973356 -0.020325031 -0.019691756 -0.013904514 0.020366129 -0.06693127 0.17857869 -0.10043169 -0.0153556075 0.12157142 0.014981633 -0.1005605 -0.052004885 -0.16196392 0.01531698 0.01599619 -0.03119795 0.076699294 -0.05368936 0.07144887 0.120495476 -0.0054527973 0.0048180087 0.18841726 -0.00321655 0.09090204 0.06054471 0.027864106 0.20245749 0.1699509 0.06777662 0.07322807 0.010813416 -0.055789165 0.06341332 -0.06723085 -0.10981175 0.03541573 -0.027431503 -0.048179977 0.06615597 0.012955477 -0.05028335 -0.07018818 0.025075438 0.0020291642 -0.00048389065 -0.07946932 0.047541738 -0.12993744 0.11093684 0.12630261"
"1","トレンドに死刑求刑入ってたけどクソクソクソな胸糞事件なので個人的には死刑より全身の皮膚を剥がして直射日光の下に放置してやりたい","-0.14604506 -0.2542829 0.05373484 -0.028228207 0.059657827 -0.027116891 0.0986993 0.15385747 -0.07165619 -0.01193816 0.10458109 -0.020467358 0.004745185 -0.23102361 -0.02729594 0.058433168 0.10484139 -0.08512953 0.28417093 -0.11031601 -0.005194159 0.06610628 0.12391659 0.051769394 -0.029769935 -0.21371363 0.16177027 0.016120937 -0.12538345 -0.07340504 -0.075470135 0.09319975 -0.10436286 -0.082706414 -0.09383897 -0.043500286 -0.12303736 -0.08291784 0.1594282 0.01615545 -0.13894284 0.07127055 0.19717258 -0.003519972 -0.049194064 0.052575506 0.20891199 0.07516004 -0.085559875 -0.018214855 -0.018564567 -0.014512745 0.014072208 -0.068216786 0.17641713 -0.1005265 -0.013527899 0.11814456 0.015358679 -0.09955731 -0.04984268 -0.16293806 0.021509083 0.015439465 -0.03561112 0.078806624 -0.055402044 0.07186451 0.12212255 -0.0050393934 0.0014965701 0.18676497 -0.0025465523 0.09441539 0.057319496 0.02953452 0.20244947 0.17346889 0.06415911 0.06900044 0.011587041 -0.05559684 0.067010306 -0.07209839 -0.11256922 0.033937823 -0.02926057 -0.047430824 0.06424459 0.010830182 -0.05436725 -0.07218021 0.024347948 0.0062182257 0.0027609435 -0.07691072 0.04284835 -0.13032092 0.10907891 0.12680255"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」 #ldnews https://t.co/eiRmiTiAje","-0.13310978 -0.2576214 0.05454412 -0.024866737 0.053040802 -0.023695374 0.097269446 0.15732138 -0.07194509 -0.0029001506 0.104283206 -0.018942654 0.0018703004 -0.23786838 -0.017881585 0.04680282 0.093397595 -0.09362419 0.2836945 -0.10691573 -0.008189868 0.06613934 0.1188708 0.04924686 -0.026995651 -0.21652244 0.16319981 0.016806258 -0.12987982 -0.08602025 -0.07912652 0.09078389 -0.09301682 -0.08841056 -0.100914866 -0.046237465 -0.11776145 -0.08915141 0.15948164 0.010283727 -0.13858937 0.079783246 0.20156409 -0.006410001 -0.047331814 0.044946395 0.20419872 0.07894279 -0.08918145 -0.022754593 -0.020650487 -0.01375552 0.026793849 -0.06403951 0.1802428 -0.10026745 -0.017860623 0.12510349 0.01391025 -0.10304659 -0.053833876 -0.15958287 0.008265975 0.015607618 -0.025176724 0.07538977 -0.050498612 0.07041324 0.11769769 -0.006718529 0.008603004 0.19047077 -0.0031256033 0.086147934 0.06459427 0.026148293 0.20221806 0.16554394 0.07271674 0.078644745 0.009735573 -0.056170795 0.06027832 -0.060870983 -0.106420495 0.037250035 -0.025205813 -0.04824487 0.06765384 0.015433525 -0.04659644 -0.06823321 0.025100628 -0.0020195455 -0.0034018827 -0.08186446 0.05161699 -0.12902646 0.1123085 0.1254059"
"0","新潟・女児殺害　被告に死刑求刑　新潟地裁 https://t.co/KSFoxHX0Y3 ＃毎日新聞 #ニュース","-0.13805576 -0.25603837 0.055245813 -0.026126256 0.05405936 -0.024172276 0.0972295 0.15553519 -0.07131864 -0.0067903167 0.104145646 -0.019367922 0.0024309312 -0.23616579 -0.021395974 0.050792597 0.097551 -0.08974189 0.28442094 -0.10917494 -0.007819226 0.06505138 0.121898584 0.05079921 -0.0279108 -0.2151494 0.16362815 0.017012816 -0.12834905 -0.08170693 -0.07742423 0.09093496 -0.0967826 -0.08657417 -0.099495664 -0.04557875 -0.11926877 -0.08716875 0.15982229 0.012694785 -0.13794547 0.076532885 0.20022479 -0.0054861587 -0.04774073 0.04755197 0.20598525 0.07769166 -0.087887615 -0.021442194 -0.019739011 -0.013225899 0.022330923 -0.066418655 0.17917079 -0.099454634 -0.016945546 0.1228823 0.015157986 -0.10106752 -0.05155558 -0.16185366 0.012246849 0.015213313 -0.029963683 0.07640608 -0.052447118 0.069726296 0.1193588 -0.0072536534 0.005672493 0.18933848 -0.0026777806 0.088653274 0.061820515 0.026748182 0.20213407 0.16806027 0.069795445 0.076673 0.010572245 -0.0553293 0.06210728 -0.06532468 -0.108636685 0.036451466 -0.02598369 -0.04801618 0.064989 0.014133061 -0.048730455 -0.06940348 0.024544656 0.0006194206 -0.0008056407 -0.08125744 0.047797002 -0.1298055 0.11206215 0.12593359"
"0","ラブライブフェス、HP先行、死刑求刑と有るとイープラちゃんが死刑求刑されたみたいに見えなくもない(´- `*) https://t.co/WOd1mGMrSH","-0.14490543 -0.2542407 0.053392235 -0.028164398 0.05867875 -0.027530774 0.09876784 0.15411629 -0.072228335 -0.011497726 0.104091115 -0.020324815 0.005183364 -0.2314619 -0.026334742 0.057360675 0.103691556 -0.08553744 0.2843741 -0.11113243 -0.004917221 0.06681664 0.12369038 0.051869992 -0.029965933 -0.21327218 0.16178104 0.01625582 -0.12628707 -0.07454679 -0.0751265 0.09352752 -0.10340209 -0.08298176 -0.09418268 -0.043748032 -0.122900404 -0.0835656 0.15902992 0.016010908 -0.13889521 0.07173988 0.19732201 -0.0033212686 -0.0492338 0.051809553 0.20893216 0.07571736 -0.08621636 -0.01799815 -0.018564276 -0.015042505 0.015292968 -0.06826886 0.1775616 -0.10105991 -0.013719154 0.11809805 0.015385597 -0.099806085 -0.049609315 -0.16262752 0.020224532 0.015098094 -0.034877673 0.07823675 -0.05533233 0.07132677 0.12190398 -0.0051648444 0.001756869 0.18662608 -0.002254114 0.09401198 0.056932807 0.029336797 0.20158114 0.17328948 0.06468554 0.06988684 0.011751455 -0.055726223 0.066302225 -0.07172903 -0.112745225 0.03457246 -0.029263157 -0.04723612 0.064607196 0.010542154 -0.053698007 -0.07205897 0.024683043 0.0054474627 0.0015628281 -0.077349685 0.043898307 -0.13058539 0.109344095 0.1266594"
"1","殺人犯に死刑求刑はいいんだが、弁護士に怒ってるやつって……。どんな被告も弁護する。それが弁護士の仕事だ。","-0.14543118 -0.2542053 0.053979106 -0.027267665 0.05861424 -0.027460517 0.09907925 0.15423918 -0.07192072 -0.012033691 0.10450536 -0.01987234 0.0053379033 -0.23162054 -0.02776937 0.05765746 0.10413333 -0.085489355 0.28358433 -0.11165399 -0.0052573527 0.066123135 0.12346161 0.051952295 -0.029356401 -0.21350789 0.16209276 0.016058708 -0.1259031 -0.07460543 -0.07456106 0.09394339 -0.10345245 -0.0825149 -0.0949215 -0.04458326 -0.12239733 -0.08191467 0.16043487 0.016261563 -0.1391757 0.07177025 0.1959977 -0.003325337 -0.048605867 0.05198478 0.20786126 0.07544605 -0.086467616 -0.01834684 -0.018099172 -0.014618152 0.014717564 -0.06912495 0.17644067 -0.10073781 -0.013802484 0.118394986 0.016084695 -0.098669246 -0.050550003 -0.16336274 0.02048864 0.016175276 -0.036053274 0.07779817 -0.056463294 0.07203416 0.1220445 -0.004790439 0.0017065587 0.1867914 -0.0034434842 0.09467028 0.056678433 0.029855553 0.20314412 0.17343785 0.06427832 0.069086894 0.011249765 -0.055058252 0.06619693 -0.071779944 -0.1133006 0.034151625 -0.02893369 -0.047240116 0.0644051 0.011009418 -0.05343754 -0.0716898 0.023930615 0.005821282 0.0018469744 -0.076568104 0.044331755 -0.13090064 0.10932923 0.126143"
"0","今日いい夫婦の日で色んな人結婚してておめでたいなーって中、死刑求刑がトレンド入ってて萎えた","-0.14710839 -0.25399354 0.052962307 -0.028073628 0.059964363 -0.027485788 0.09801933 0.1534541 -0.0717417 -0.013091648 0.10432908 -0.01997704 0.0044918973 -0.23099837 -0.027703764 0.058976755 0.104967855 -0.08464419 0.28476298 -0.11054321 -0.0051098554 0.06625562 0.12451551 0.051834363 -0.030073797 -0.21327716 0.16160266 0.016047709 -0.12545349 -0.07323968 -0.07463705 0.093868785 -0.10459119 -0.08178864 -0.09346382 -0.043397974 -0.12293449 -0.082426585 0.15913959 0.016123584 -0.13876337 0.07022918 0.19681428 -0.0029855983 -0.04927676 0.052763127 0.20923457 0.07526496 -0.08515796 -0.018641127 -0.018558152 -0.015207721 0.013380176 -0.068663634 0.17651358 -0.10091302 -0.013770493 0.1177864 0.0152241895 -0.09867615 -0.049787696 -0.16320495 0.022119373 0.015109051 -0.036644116 0.07949899 -0.056002803 0.07105174 0.122392856 -0.0049186544 0.00043452968 0.1861021 -0.0030615977 0.095655955 0.056677926 0.030506767 0.20280927 0.17391868 0.06410867 0.06809482 0.011663624 -0.05546309 0.06674561 -0.07320953 -0.11333541 0.03353499 -0.029442448 -0.046707254 0.06370777 0.010275025 -0.054779362 -0.07218803 0.024741093 0.0066005867 0.002620132 -0.07641489 0.042736385 -0.13058694 0.109092176 0.12629296"
